  [0x512ce0] __TEXT,__cstring: stopDevice
  [0x6332f3] __TEXT,__cstring: responseBufferSize >= 3 * sizeof(uint32_t)
  [0x63331e] __TEXT,__cstring: responseBufferSize >= 3 * sizeof(uint32_t) + authMethodInstLength
  [0x633360] __TEXT,__cstring: authMethodInst
  [0x633373] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A1DFC313-3939-4260-93B4-338320D4E0E9/TemporaryDirectory.95Owi8/Sources/AppleCredentialManager_KernelLibs/common/CommonMem.c
  [0x63340d] __TEXT,__cstring: _allocatedMem.data >= size
  [0x633428] __TEXT,__cstring: heap underflow / memory tracking issue?
  [0x633450] __TEXT,__cstring: %s: %s: mem: type=%s ptr=%p size=%u (total=%u raw=%u data=%u types=%u) %s:%d (%s).
  [0x6334a4] __TEXT,__cstring: acm_mem_alloc_info
  [0x6334bc] __TEXT,__cstring: _allocatedMem.total >= size
  [0x6334d8] __TEXT,__cstring: acm_mem_free_info
  [0x6334ea] __TEXT,__cstring: handle
  [0x6334f1] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A1DFC313-3939-4260-93B4-338320D4E0E9/TemporaryDirectory.95Owi8/Sources/AppleCredentialManager_KernelLibs/common/LibSerialization.c
  [0x633592] __TEXT,__cstring: outSize
  [0x63359a] __TEXT,__cstring: policyLength <= MAX_POLICY_LENGTH
  [0x6335bc] __TEXT,__cstring: err == kACMErrorSuccess
  [0x6335d4] __TEXT,__cstring: (parameters && parametersCount) || (!parameters && !parametersCount)
  [0x633619] __TEXT,__cstring: parametersCount <= MAX_PARAMETERS_COUNT
  [0x633641] __TEXT,__cstring: outBuffer
  [0x63364b] __TEXT,__cstring: *outSize >= requiredSize
  [0x633664] __TEXT,__cstring: buffer
  [0x63366b] __TEXT,__cstring: preflight
  [0x633675] __TEXT,__cstring: maxGlobalCredentialAge
  [0x63368c] __TEXT,__cstring: parameters
  [0x633697] __TEXT,__cstring: parametersCount
  [0x6336a7] __TEXT,__cstring: (size - offset) >= sizeof(ACMHandle)
  [0x6336cc] __TEXT,__cstring: (policyLength <= MAX_POLICY_LENGTH)
  [0x6336f0] __TEXT,__cstring: (size - offset) >= (policyLength + 1)
  [0x633716] __TEXT,__cstring: DeserializeVerifyPolicy
  [0x63372e] __TEXT,__cstring: policy
  [0x633735] __TEXT,__cstring: (size - offset) >= sizeof(uint8_t)
  [0x633758] __TEXT,__cstring: (size - offset) >= sizeof(uint32_t)
  [0x63377c] __TEXT,__cstring: aclConstraint
  [0x63378a] __TEXT,__cstring: aclConstraintLength
  [0x63379e] __TEXT,__cstring: DeserializeVerifyAclConstraint
  [0x6337bd] __TEXT,__cstring: constraint
  [0x6337c8] __TEXT,__cstring: (size - offset) >= constraintLength
  [0x6337ef] __TEXT,__cstring: (size - offset) >= opLength
  [0x63380b] __TEXT,__cstring: aclLength
  [0x633815] __TEXT,__cstring: operation
  [0x63381f] __TEXT,__cstring: operationLength
  [0x63382f] __TEXT,__cstring: DeserializeProcessAcl
  [0x633845] __TEXT,__cstring: tmpAcl
  [0x63384c] __TEXT,__cstring: (size - offset) >= tmpAclLength
  [0x63386c] __TEXT,__cstring: (size - offset) >= opLen
  [0x633885] __TEXT,__cstring: bufferSize
  [0x633890] __TEXT,__cstring: reqLen <= *bufferSize
  [0x6338a6] __TEXT,__cstring: size >= sizeof(ACMRequirement)
  [0x6338c5] __TEXT,__cstring: consumedBytes
  [0x6338d3] __TEXT,__cstring: size >= reqSize
  [0x6338e7] __TEXT,__cstring: requirementSize <= reqSize
  [0x633902] __TEXT,__cstring: req->dataLength == sizeof(ACMRequirementDataAnd)
  [0x633933] __TEXT,__cstring: req->dataLength == sizeof(ACMRequirementDataKofN)
  [0x633965] __TEXT,__cstring: credLen <= *outSize
  [0x633979] __TEXT,__cstring: size >= sizeof(ACMCredential)
  [0x633997] __TEXT,__cstring: dataLength == 0
  [0x6339a7] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataPassphraseExtractable)
  [0x6339e4] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataPassphraseEntered)
  [0x633a1d] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataUserOutputDisplayed)
  [0x633a58] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataBiometryMatched)
  [0x633a8f] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataPasscodeValidated)
  [0x633ac8] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataPasscodeValidated2)
  [0x633b02] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataContinuityUnlock)
  [0x633b3a] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataKextDenyList)
  [0x633b6e] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataSecureIntent)
  [0x633ba2] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataBiometryMatchAttempted)
  [0x633be0] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataAP)
  [0x633c0a] __TEXT,__cstring: dataLength == sizeof(ACMCredentialDataSignature)
  [0x633c40] __TEXT,__cstring: size >= credSize
  [0x633c51] __TEXT,__cstring: cred->domain == kACMDomainUnknown || cred->domain == kACMDomainUserMode || cred->domain == kACMDomainKernelMode || cred->domain == kACMDomainSecureEnclave
  [0x633cec] __TEXT,__cstring: cred->numCredSets <= kACMContextPoolTotalCount
  [0x633d1b] __TEXT,__cstring: sigSize > 0 && sigSize <= kACMCredentialDataSignatureMaxSize
  [0x633d5d] __TEXT,__cstring: credential1
  [0x633d69] __TEXT,__cstring: credential2
  [0x633d75] __TEXT,__cstring: equal
  [0x633d7b] __TEXT,__cstring: handle || scope == kACMScopeGlobal
  [0x633d9e] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMCredential) + sizeof(ACMScope)
  [0x633de3] __TEXT,__cstring: scope
  [0x633de9] __TEXT,__cstring: size - offset >= sizeof(ACMScope)
  [0x633e0b] __TEXT,__cstring: buffer && type
  [0x633e1a] __TEXT,__cstring: context && outSize
  [0x633e2d] __TEXT,__cstring: context && outSize && outBuffer
  [0x633e4d] __TEXT,__cstring: credentialList || (count == 0)
  [0x633e6c] __TEXT,__cstring: credentialList[i]
  [0x633e7e] __TEXT,__cstring: credCount <= MAX_CREDENTIAL_LIST_LEN
  [0x633ea3] __TEXT,__cstring: site.ACMCredentialRef
  [0x633ebb] __TEXT,__cstring: array of ACMCredentialRef
  [0x633ed5] __TEXT,__cstring: DeserializeCredentialList
  [0x633ef4] __TEXT,__cstring: DeallocCredentialList
  [0x633f0a] __TEXT,__cstring: property
  [0x633f13] __TEXT,__cstring: (size - offset) >= sizeof(ACMContextProperty)
  [0x633f41] __TEXT,__cstring: size >= sizeof(ACMHandle)
  [0x633f5b] __TEXT,__cstring: credentialType
  [0x633f6a] __TEXT,__cstring: credentialProperty
  [0x633f7d] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMCredentialType) + sizeof(ACMCredentialProperty)
  [0x633fd3] __TEXT,__cstring: size >= requiredSize
  [0x633fe8] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMCredentialType) + sizeof(ACMScope)
  [0x634031] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMContextDataType)
  [0x634068] __TEXT,__cstring: dataType != kACMContextDataTypeUnknown
  [0x63408f] __TEXT,__cstring: handle && dataType && data && dataSize
  [0x6340b6] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMContextDataType) + sizeof(uint32_t)
  [0x634100] __TEXT,__cstring: offset + *dataSize <= size
  [0x63411b] __TEXT,__cstring: handle && dataType && getSizeOnly
  [0x63413d] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(ACMContextDataType) + sizeof(uint8_t)
  [0x634186] __TEXT,__cstring: handle && parameters && parametersCount
  [0x6341ae] __TEXT,__cstring: unlockSecret && unlockSecretSize > 0
  [0x6341d3] __TEXT,__cstring: buffer && unlockSecret && unlockSecretSize && unlockSecretType
  [0x634212] __TEXT,__cstring: size >= sizeof(ACMUnlockSecretType)
  [0x634236] __TEXT,__cstring: handle && parameters && parametersCount && command && commandSize
  [0x634278] __TEXT,__cstring: size >= sizeof(ACMHandle) + sizeof(uint32_t) + sizeof(uint32_t)
  [0x6342b8] __TEXT,__cstring: remaining >= sizeof(uint32_t)
  [0x6342d6] __TEXT,__cstring: remaining >= cmdSize
  [0x6342eb] __TEXT,__cstring: responseData && responseDataSize
  [0x63430c] __TEXT,__cstring: size >= sizeof(uint32_t)
  [0x634325] __TEXT,__cstring: remaining >= respSize
  [0x63433b] __TEXT,__cstring: LibSer_ACMDeserializeEnvironmentVariableType
  [0x634368] __TEXT,__cstring: inData && inSize
  [0x634379] __TEXT,__cstring: inSize >= sizeof(ACMEnvironmentVariable)
  [0x6343a2] __TEXT,__cstring: LibSer_ACMDeserializeSEPControlCode
  [0x6343c6] __TEXT,__cstring: command && commandSize >= sizeof(ACMSEPControlCode)
  [0x6343fa] __TEXT,__cstring: getLengthOfParameters
  [0x634410] __TEXT,__cstring: parametersLength + param->parameterDataLength >= parametersLength
  [0x634452] __TEXT,__cstring: param
  [0x634458] __TEXT,__cstring: !param->parameterDataLength
  [0x634474] __TEXT,__cstring: param->parameterDataLength == sizeof(int32_t)
  [0x6344a2] __TEXT,__cstring: param->parameterDataLength == UUID_LEN
  [0x6344c9] __TEXT,__cstring: param->parameterDataLength && (param->parameterDataLength <= MAX_ACCESS_GROUPS_LEN)
  [0x63451d] __TEXT,__cstring: param->parameterDataLength == sizeof(uid_t)
  [0x634549] __TEXT,__cstring: param->parameterDataLength == sizeof(uint8_t)
  [0x634577] __TEXT,__cstring: param->parameterDataLength <= kACMParameterTypeACLMaxDataLength
  [0x6345b7] __TEXT,__cstring: param->parameterDataLength == sizeof(uint32_t)
  [0x6345e6] __TEXT,__cstring: param->parameterDataLength == 0
  [0x634606] __TEXT,__cstring: param->parameterDataLength == sizeof(uint64_t)
  [0x634635] __TEXT,__cstring: serializeParameters
  [0x634649] __TEXT,__cstring: outBuffer && offset
  [0x63465d] __TEXT,__cstring: deserializeParameters
  [0x634673] __TEXT,__cstring: buffer && offset && parameters && parametersCount
  [0x6346a5] __TEXT,__cstring: (size - newOffset) >= sizeof(uint32_t)
  [0x6346cc] __TEXT,__cstring: paramsCount <= MAX_PARAMETERS_COUNT
  [0x6346f0] __TEXT,__cstring: site.ACMParameter
  [0x634706] __TEXT,__cstring: array of ACMParameter
  [0x63471c] __TEXT,__cstring: params
  [0x634723] __TEXT,__cstring: (size - newOffset) >= sizeof(ACMParameterType) + sizeof(uint32_t)
  [0x634765] __TEXT,__cstring: (size - newOffset) >= params[i].parameterDataLength
  [0x634799] __TEXT,__cstring: params[i].parameterData
  [0x6347b1] __TEXT,__cstring: 0123456789abcdef
  [0x6347c2] __TEXT,__cstring: Util_WriteToBuffer
  [0x6347d5] __TEXT,__cstring: writePos
  [0x6347de] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A1DFC313-3939-4260-93B4-338320D4E0E9/TemporaryDirectory.95Owi8/Sources/AppleCredentialManager_KernelLibs/common/CommonUtil.c
  [0x634879] __TEXT,__cstring: os_add_overflow(pos, inDataSize, &end) == 0
  [0x6348a6] __TEXT,__cstring: !outBufferOpt || end <= outBufferSize
  [0x6348cc] __TEXT,__cstring: os_add_overflow((uintptr_t)outBufferOpt, pos, (uintptr_t *)&writePtr) == 0
  [0x634918] __TEXT,__cstring: Util_ReadFromBuffer
  [0x63492c] __TEXT,__cstring: inBuffer && readPos
  [0x634940] __TEXT,__cstring: os_add_overflow(pos, outDataSize, &end) == 0
  [0x63496e] __TEXT,__cstring: end <= inBufferSize
  [0x634982] __TEXT,__cstring: os_add_overflow((uintptr_t)inBuffer, pos, (uintptr_t *)&readPtr) == 0
  [0x6349c9] __TEXT,__cstring: Util_SafeDeallocParameters
  [0x6349e4] __TEXT,__cstring: Util_DeallocCredential
  [0x6349fb] __TEXT,__cstring: ACMCredential - ACMCredentialDataPassphraseExtractable
  [0x634a32] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataPassphraseExtractable
  [0x634a6c] __TEXT,__cstring: ACMCredential - ACMCredentialDataPassphraseEntered
  [0x634a9f] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataPassphraseEntered
  [0x634ad5] __TEXT,__cstring: ACMCredential - ACMCredentialDataBiometryMatched
  [0x634b06] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataBiometryMatched
  [0x634b3a] __TEXT,__cstring: ACMCredential - ACMCredentialDataPasscodeValidated
  [0x634b6d] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataPasscodeValidated
  [0x634ba3] __TEXT,__cstring: ACMCredential - ACMCredentialDataPasscodeValidated2
  [0x634bd7] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataPasscodeValidated2
  [0x634c0e] __TEXT,__cstring: ACMCredential - ACMCredentialDataUserOutputDisplayed
  [0x634c43] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataUserOutputDisplayed
  [0x634c7b] __TEXT,__cstring: ACMCredential - ACMCredentialDataContinuityUnlock
  [0x634cad] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataContinuityUnlock
  [0x634ce2] __TEXT,__cstring: ACMCredential - ACMCredentialDataKextDenyList
  [0x634d10] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataKextDenyList
  [0x634d41] __TEXT,__cstring: ACMCredential - ACMCredentialDataSecureIntent
  [0x634d6f] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataSecureIntent
  [0x634da0] __TEXT,__cstring: ACMCredential - ACMCredentialDataBiometryMatchAttempted
  [0x634dd8] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataBiometryMatchAttempted
  [0x634e13] __TEXT,__cstring: ACMCredential - ACMCredentialDataAP
  [0x634e37] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataAP
  [0x634e5e] __TEXT,__cstring: ACMCredential - ACMCredentialDataSignature
  [0x634e89] __TEXT,__cstring: site.ACMCredential.ACMCredentialDataSignature
  [0x634eb7] __TEXT,__cstring: ACMCredential
  [0x634ec5] __TEXT,__cstring: site.ACMCredential
  [0x634ed8] __TEXT,__cstring: Util_AllocCredential
  [0x634eed] __TEXT,__cstring: Util_AllocRequirement
  [0x634f03] __TEXT,__cstring: site.ACMRequirement
  [0x634f17] __TEXT,__cstring: ACMRequirement
  [0x634f26] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataPushButton
  [0x634f57] __TEXT,__cstring: ACMRequirement - ACMRequirementDataPushButton
  [0x634f85] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataPasscodeValidated
  [0x634fbd] __TEXT,__cstring: ACMRequirement - ACMRequirementDataPasscodeValidated
  [0x634ff2] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataPassphraseEntered
  [0x63502a] __TEXT,__cstring: ACMRequirement - ACMRequirementDataPassphraseEntered
  [0x63505f] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataBiometryMatched
  [0x635095] __TEXT,__cstring: ACMRequirement - ACMRequirementDataBiometryMatched
  [0x6350c8] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataSecureIntent
  [0x6350fb] __TEXT,__cstring: ACMRequirement - ACMRequirementDataSecureIntent
  [0x63512b] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataBiometryMatchAttempted
  [0x635168] __TEXT,__cstring: ACMRequirement - ACMRequirementDataBiometryMatchAttempted
  [0x6351a2] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataUserOutputDisplayed
  [0x6351dc] __TEXT,__cstring: ACMRequirement - ACMRequirementDataUserOutputDisplayed
  [0x635213] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataAP
  [0x63523c] __TEXT,__cstring: ACMRequirement - ACMRequirementDataAP
  [0x635262] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataKeyRef
  [0x63528f] __TEXT,__cstring: ACMRequirement - ACMRequirementDataKeyRef
  [0x6352b9] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataAccessGroups
  [0x6352ec] __TEXT,__cstring: ACMRequirement - ACMRequirementDataAccessGroups
  [0x63531c] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataRatchet
  [0x63534a] __TEXT,__cstring: ACMRequirement - ACMRequirementDataRatchet
  [0x635375] __TEXT,__cstring: subreqCount > 0 && subreqCount <= kACMRequirementSubRequirementMaxCount
  [0x6353bd] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataKofN
  [0x6353eb] __TEXT,__cstring: 21111111111
  [0x6353f7] __TEXT,__cstring: ACMRequirement - ACMRequirementDataKofN
  [0x63541f] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataAnd
  [0x635449] __TEXT,__cstring: 31111111111
  [0x635455] __TEXT,__cstring: ACMRequirement - ACMRequirementDataAnd
  [0x63547c] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataOr
  [0x6354a5] __TEXT,__cstring: ACMRequirement - ACMRequirementDataOr
  [0x6354cb] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataKofNWithAttributes
  [0x635504] __TEXT,__cstring: 222221111111111
  [0x635514] __TEXT,__cstring: ACMRequirement - ACMRequirementDataKofNWithAttributes
  [0x63554a] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataBiometryMatchedWithAttributes
  [0x63558e] __TEXT,__cstring: ACMRequirement - ACMRequirementDataBiometryMatchedWithAttributes
  [0x6355cf] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataPushButtonWithAttributes
  [0x63560e] __TEXT,__cstring: ACMRequirement - ACMRequirementDataPushButtonWithAttributes
  [0x63564a] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataSecureStateWithAttributes
  [0x63568a] __TEXT,__cstring: ACMRequirement - ACMRequirementDataSecureStateWithAttributes
  [0x6356c7] __TEXT,__cstring: site.ACMRequirement.ACMRequirementDataPasscodeValidatedWithAttributes
  [0x63570d] __TEXT,__cstring: ACMRequirement - ACMRequirementDataPasscodeValidatedWithAttributes
  [0x635750] __TEXT,__cstring: Util_CreateRequirement
  [0x635767] __TEXT,__cstring: Util_DeallocRequirement
  [0x63577f] __TEXT,__cstring: ACMKernelLib
  [0x63578c] __TEXT,__cstring: ACMKernContextCreate
  [0x6357a1] __TEXT,__cstring: ACMKernContextCreateWithExternalForm
  [0x6357c6] __TEXT,__cstring: %s: %s: returning, -> ctx = %p.
  [0x6357e7] __TEXT,__cstring: ACMKernContextDelete
  [0x6357fc] __TEXT,__cstring: ACMKernContextAddCredentialWithScope
  [0x635821] __TEXT,__cstring: ACMKernGlobalContextAddCredential
  [0x635843] __TEXT,__cstring: /Library/Caches/com.apple.xbs/A1DFC313-3939-4260-93B4-338320D4E0E9/TemporaryDirectory.95Owi8/Sources/AppleCredentialManager_KernelLibs/ACMKernelLib/ACMKernelLib.cpp
  [0x6358e8] __TEXT,__cstring: ACMKernContextRemoveCredentialsByTypeAndScope
  [0x635916] __TEXT,__cstring: ACMKernGlobalContextRemoveCredentialsByType
  [0x635942] __TEXT,__cstring: ACMKernContextVerifyPolicyAndCopyRequirementEx
  [0x635971] __TEXT,__cstring: ACMKernGlobalContextVerifyPolicyAndCopyRequirementEx
  [0x6359a6] __TEXT,__cstring: ACMKernRequirementDelete
  [0x6359bf] __TEXT,__cstring: ACMKernCredentialCreate
  [0x6359d7] __TEXT,__cstring: ACMKernCredentialDelete
  [0x6359ef] __TEXT,__cstring: ACMKernDoubleClickNotify
  [0x635a08] __TEXT,__cstring: ACMKernPingOnDoubleClick
  [0x635a21] __TEXT,__cstring: ACMKernControl
  [0x635a30] __TEXT,__cstring: %s: %s: returning, err = %ld, code=%u.
  [0x635a58] __TEXT,__cstring: ACMKernSetEnvironmentVariable
  [0x635a76] __TEXT,__cstring: %s: %s: returning, err = %ld, var=%u.
  [0x635a9d] __TEXT,__cstring: ACMKernGetEnvironmentVariable
  [0x635abb] __TEXT,__cstring: ACMKernContextCredentialGetProperty
  [0x635adf] __TEXT,__cstring: ACMKernContextSetData
  [0x635af5] __TEXT,__cstring: ACMKernContextGetData
  [0x635b0b] __TEXT,__cstring: outDataLength
  [0x635b19] __TEXT,__cstring: ACMKernContextGetDataProperty
  [0x635d40] __TEXT,__os_log: handleStart no interrupt for %s
  [0x635d60] __TEXT,__os_log: Power state change: %lu -> %lu
  [0x635d7f] __TEXT,__os_log: callPlatformFunction
  [0x635d94] __TEXT,__os_log: matchingDict found: %s
  [0x635dab] __TEXT,__os_log: defaults found: %s
  [0x635dbe] __TEXT,__os_log: shutdownDebugMode found: %s
  [0x635dda] __TEXT,__os_log: shutdownDebugMode length %u shutdownDebugMode byte 0x%x
  [0x635e12] __TEXT,__os_log: Warning: A keychord-based shutdown debug mode was requested (%u), but no keychord was specified. Disabling the shutdown debug feature
  [0x635e98] __TEXT,__os_log: %s has larger debounce interval, deffering
  [0x635ec3] __TEXT,__os_log: ButtonStates: %lu Index: %lu State: %lu Filter: %d Synthetic: %d
  [0x635f04] __TEXT,__os_log: interrupt for button: %s time = %llu
  [0x635f29] __TEXT,__os_log: _diagnosticMaskFallingEdge current ts %llu down ts %llu triggered %d
  [0x635f6e] __TEXT,__os_log: diagnostic triggered with mask %u
  [0x635f90] __TEXT,__os_log: kern_stack_snapshot_with_reason: 0x%x
  [0x635fb6] __TEXT,__os_log: sysdiagnose_notify_user: 0x%x
  [0x635fd4] __TEXT,__os_log: Debug panic on forced shutdown, has LCD function: %s
  [0x636009] __TEXT,__os_log: Debug stackshot on forced shutdown
  [0x63602c] __TEXT,__os_log: failed to get NVRAM IORegistryEntry
  [0x636051] __TEXT,__os_log: failed to sync NVRAM!
  [0x636067] __TEXT,__os_log: Synced NVRAM before 2-finger reset
  [0x63608a] __TEXT,__os_log: Shutdown is imminent, ButtonStateMask:0x%x ButtonDownFilteredMask:0x%x ButtonUnfilteredMask:0x%x CurrentTS:%llu InterruptTS:%llu %llu %llu %llu %llu
  [0x63611f] __TEXT,__os_log: debounced button: %s, state: %s, time = %llu
  [0x63614c] __TEXT,__os_log: %s %s event %s time = %llu delta = %llu
  [0x636174] __TEXT,__os_log: Set button logging property is deprecated, %d
  [0x6361a2] __TEXT,__os_log: AppleM68Buttons: dispatching keyboard event up:0x%x u:0x%x state:%d
  [0x6361e6] __TEXT,__os_log: set double sysdiagnose min hold duration to %u ms
  [0x636218] __TEXT,__os_log: set double sysdiagnose max hold duration to %u ms
  [0x63624a] __TEXT,__os_log: set double click timeout to %d
  [0x636269] __TEXT,__os_log: Ping ACM
  [0x636272] __TEXT,__os_log: dispatchEventExt type %d latency %lld
  [0x636298] __TEXT,__os_log: dispatchEventExt keyboard:%d %d %d time = %llu
  [0x6362c7] __TEXT,__os_log: EDT info found for button at index %d, processing the button
  [0x636304] __TEXT,__os_log: dispatchEventExt after dispatch type %d latency %lld
  [0x636339] __TEXT,__os_log: dispatchEventExt type: %d time = %llu
  [0x4a37558] __DATA,__data: com.apple.driver.AppleM68Buttons

########################################################################
IMAGE 098: com.apple.kext.AppleMatch
########################################################################
FILESET_INDEX: 98
FILE_OFFSET: 0x636360
VMADDR: 0xfffffe000763a360
UUID: 11C9C68B-1088-335B-B20A-996440404BCE
CFBundleName: Regular Expression Matching Engine
CFBundleExecutable: AppleMatch
CFBundleVersion: 1.0.0d1
CFBundleShortVersionString: 50.0.1
OSBundleUUID: {'__bytes_hex__': '11c9c68b1088335bb20a996440404bce'}
OSBundleRequired: Root
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleMatch.kext
_PrelinkExecutableSize: 1351
OSBundleLibraries: {"com.apple.kpi.bsd": "8.0.0", "com.apple.kpi.iokit": "7.0", "com.apple.kpi.libkern": "9.0.0", "com.apple.kpi.private": "10.0.0d3"}

SECTIONS:
  __TEXT,__cstring addr=0xfffffe000763a848 size=0x5f fileoff=0x636848 flags=0x2
  __TEXT_EXEC,__text addr=0xfffffe0009213120 size=0x25d8 fileoff=0x220f120 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe00092156f8 size=0xb0 fileoff=0x22116f8 flags=0x80000408
  __DATA,__data addr=0xfffffe000ba3b740 size=0xdc fileoff=0x4a37740 flags=0x0
  __DATA_CONST,__kalloc_type addr=0xfffffe00081260b0 size=0x180 fileoff=0x11220b0 flags=0x0
  __DATA_CONST,__kalloc_var addr=0xfffffe0008126230 size=0xf0 fileoff=0x1122230 flags=0x0
  __DATA_CONST,__auth_got addr=0xfffffe0008126320 size=0x58 fileoff=0x1122320 flags=0x6
  __DATA_CONST,__got addr=0xfffffe0008126378 size=0x8 fileoff=0x1122378 flags=0x6

READABLE_STRINGS:
  [0x636848] __TEXT,__cstring: site.struct __matchExpr
  [0x636860] __TEXT,__cstring: 211112111
  [0x63686a] __TEXT,__cstring: site.reNFA_t.reGraphNode_t
  [0x636885] __TEXT,__cstring: 1211223
  [0x636890] __TEXT,__cstring: site.rePackedNFA_t
  [0x4a37750] __DATA,__data: com.apple.kext.Match

########################################################################
IMAGE 099: com.apple.driver.AppleMesaSEPDriver
########################################################################
FILESET_INDEX: 99
FILE_OFFSET: 0x6368b0
VMADDR: 0xfffffe000763a8b0
UUID: F6375C05-2D0D-3401-AAA2-F9795C91BD8B
CFBundleName: AppleMesaSEPDriver
CFBundleExecutable: AppleMesaSEPDriver
CFBundleVersion: 100.99
CFBundleShortVersionString: 1.0
OSBundleUUID: {'__bytes_hex__': 'f6375c052d0d3401aaa2f9795c91bd8b'}
MinimumOSVersion: 27.0
DTPlatformVersion: 27.0
DTSDKName: iphoneos27.0.internal
DTSDKBuild: 24A417
DTXcode: 2700
DTXcodeBuild: 27A200c
_PrelinkBundlePath: /System/Library/Extensions/AppleMesaSEPDriver.kext
_PrelinkExecutableSize: 38157
OSBundleLibraries: {"com.apple.driver.AppleARMPlatform": "1.0.0", "com.apple.driver.AppleBiometricSensor": "1.0.0", "com.apple.driver.AppleSEPManager": "1.0.0", "com.apple.driver.AppleSMC": "1.0", "com.apple.driver.IOSlaveProcessor": "1.0.0", "com.apple.iokit.AppleSEPGenericTransfer": "1.0.0", "com.apple.iokit.IOBiometricFamily": "1.0.0", "com.apple.iokit.IOHIDFamily": "1.4", "com.apple.kpi.bsd": "8.0", "com.apple.kpi.iokit": "8.0", "com.apple.kpi.libkern": "8.0", "com.apple.kpi.mach": "8.0", "com.apple.kpi.private": "8.0", "com.apple.kpi.unsupported": "8.0"}

SECTIONS:
  __TEXT,__const addr=0xfffffe000763afc8 size=0x128 fileoff=0x636fc8 flags=0x0
  __TEXT,__cstring addr=0xfffffe000763b0f0 size=0x5e2c fileoff=0x6370f0 flags=0x2
  __TEXT,__os_log addr=0xfffffe0007640f1c size=0x2ea1 fileoff=0x63cf1c flags=0x0
  __TEXT_EXEC,__text addr=0xfffffe00092157b0 size=0x28870 fileoff=0x22117b0 flags=0x80000400
  __TEXT_EXEC,__auth_stubs addr=0xfffffe000923e020 size=0x6b0 fileoff=0x223a020 flags=0x80000408
  __DATA,__data addr=0xfffffe000ba3b820 size=0xc4 fileoff=0x4a37820 flags=0x0
  __DATA,__common addr=0xfffffe000ba3b8e8 size=0x150 fileoff=0x0 flags=0x1
  __DATA,__bss addr=0xfffffe000ba3ba38 size=0x21 fileoff=0x0 flags=0x1
  __DATA_CONST,__mod_init_func addr=0xfffffe0008126380 size=0x20 fileoff=0x1122380 flags=0x9
  __DATA_CONST,__mod_term_func addr=0xfffffe00081263a0 size=0x20 fileoff=0x11223a0 flags=0xa
