  [0xd10102] __TEXT,__const: accessorysensormgrd
  [0xd9353f] __TEXT,__cstring: site.j_snap_metadata_t
  [0xd93556] __TEXT,__cstring: 2211121222222221
  [0xd93567] __TEXT,__cstring: site.j_sibling_link_t.char
  [0xd93582] __TEXT,__cstring: site.j_snap_name_t.char
  [0xd9359a] __TEXT,__cstring: site.j_dir_rec_t
  [0xd935ab] __TEXT,__cstring: 222221121
  [0xd935b5] __TEXT,__cstring: site.j_dir_stats_t
  [0xd935c8] __TEXT,__cstring: 222222222112
  [0xd935d5] __TEXT,__cstring: site.j_xattr_t.uint8_t
  [0xd935ec] __TEXT,__cstring: site.j_dstream_id_t
  [0xd93600] __TEXT,__cstring: site.j_sibling_map_t
  [0xd93615] __TEXT,__cstring: site.j_finfo_data_hash_t.uint8_t
  [0xd93636] __TEXT,__cstring: site.j_finfo_attribution_tag_t
  [0xd93655] __TEXT,__cstring: 2222222211
  [0xd93660] __TEXT,__cstring: site.j_purgeable_t
  [0xd93673] __TEXT,__cstring: site.j_purgeable_tombstone_t
  [0xd93690] __TEXT,__cstring: site.j_clone_mapping_t
  [0xd936a7] __TEXT,__cstring: 222222211
  [0xd936b1] __TEXT,__cstring: %s:%d: *** Can't release unknown obj type %d
  [0xd936df] __TEXT,__cstring: jobj_release
  [0xd936ec] __TEXT,__cstring: %s:%d: %s Shadow fs_root already exists: %p
  [0xd93719] __TEXT,__cstring: fs_setup_shadow_fs_root_tree
  [0xd93736] __TEXT,__cstring: %s:%d: %s Created the shadow_fs_root tree %p
  [0xd93764] __TEXT,__cstring: %s:%d: %s failed to get inode %d
  [0xd93786] __TEXT,__cstring: %s:%d: %s Failed during copy of root directory entries into the shadow fs_root, error %d
  [0xd937e0] __TEXT,__cstring: %s:%d: %s Shadow fs_root does not exist
  [0xd93809] __TEXT,__cstring: fs_destroy_shadow_fs_root_tree
  [0xd93828] __TEXT,__cstring: %s:%d: %s Deleted the shadow_fs_root tree %p
  [0xd93856] __TEXT,__cstring: %s:%d: %s Failed to get fext tree w/oid %llu (modify_xid %llu): %d (%s)
  [0xd9389f] __TEXT,__cstring: jfs_get_tree_in_snap
  [0xd938b4] __TEXT,__cstring: %s:%d: %s Failed to get pfkur tree w/oid %llu (modify_xid %llu): %d (%s)
  [0xd938fe] __TEXT,__cstring: "sealed, fext, req_tree != fs_root" @%s:%d
  [0xd93929] __TEXT,__cstring: "Requested forced secondary_fs_root but the tree is missing\n" @%s:%d
  [0xd9396f] __TEXT,__cstring: "type = %u, req_tree != fs_root\n" @%s:%d
  [0xd93999] __TEXT,__cstring: %s:%d: %s failed to insert fext in fext_tree: %d
  [0xd939cb] __TEXT,__cstring: insert_jobj
  [0xd939d7] __TEXT,__cstring: "Trying to insert a namedstream inode %llx on volume %s\n" @%s:%d
  [0xd93a19] __TEXT,__cstring: %s:%d: %s X %d
  [0xd93a29] __TEXT,__cstring: addition
  [0xd93a32] __TEXT,__cstring: %s:%d: %s fext_tree_update returned %d
  [0xd93a5a] __TEXT,__cstring: update_jobj
  [0xd93a66] __TEXT,__cstring: "Trying to update a namedstream inode %llx on volume %s\n" @%s:%d
  [0xd93aa8] __TEXT,__cstring: modification
  [0xd93ab5] __TEXT,__cstring: %s:%d: %s fext_tree_remove returned %d
  [0xd93add] __TEXT,__cstring: remove_jobj
  [0xd93ae9] __TEXT,__cstring: removal
  [0xd93af1] __TEXT,__cstring: %s:%d: failed to init extended fields on inode %lld from blob (xfret %d).
  [0xd93b3c] __TEXT,__cstring: key_val_to_jobj
  [0xd93b4c] __TEXT,__cstring: %s:%d: failed to init extended fields on drec %lld from blob.
  [0xd93b8b] __TEXT,__cstring: %s:%d: failed to init extended fields on attribution tag record with objid <%lld> from blob due to error <%d> %s
  [0xd93bfd] __TEXT,__cstring: %s:%d: %s size (%d) of FILE_INFO_TAG_EXT_TYPE_SIGNING_ID in attribution tag record with s_hash <%llu> <= 0
  [0xd93c6a] __TEXT,__cstring: %s:%d: %s s_hash <%llu> finfo attribution tag value <%zu> is less than sizeof(j_file_attribution_tag_val_t) <%lu
  [0xd93cdc] __TEXT,__cstring: %s:%d: %s cannot translate key-val (%llu) into valid jobj
  [0xd93d17] __TEXT,__cstring: lookup_jobj_ext
  [0xd93d27] __TEXT,__cstring: %s:%d: %s Cannot allocate %zu bytes
  [0xd93d4c] __TEXT,__cstring: apfs_lookup_ge_jobj_id
  [0xd93d63] __TEXT,__cstring: %s:%d: %s tree_get(volume: %s) failed with %u
  [0xd93d92] __TEXT,__cstring: %s:%d: %s Found OBJID 0x%llx type %u
  [0xd93db8] __TEXT,__cstring: %s:%d: %s tree_lookup_ge(volume: %s) failed with %u
  [0xd93ded] __TEXT,__cstring: update_file_extent
  [0xd93e00] __TEXT,__cstring: "apfs_unlock_phys_range num_locks==0\n" @%s:%d
  [0xd93e2f] __TEXT,__cstring: "apfs_unlock_phys_range lock %d not taken\n" @%s:%d
  [0xd93e63] __TEXT,__cstring: "apfs_lock_phys_range first_pbn 0, last_pbn 0x%llx\n" @%s:%d
  [0xd93ea0] __TEXT,__cstring: apfs_lock_phys_range_lot_full
  [0xd93ebe] __TEXT,__cstring: apfs_lock_phys_range
  [0xd93ed3] __TEXT,__cstring: %s:%d: %s invalid ref count %d for non NULL zero ref tree
  [0xd93f0e] __TEXT,__cstring: apfs_update_phys_range
  [0xd93f25] __TEXT,__cstring: %s:%d: %s invalid zero len, paddr %llu
  [0xd93f4d] __TEXT,__cstring: %s:%d: %s Couldn't acquire lock on %llu-%llu, err=%d
  [0xd93f83] __TEXT,__cstring: %s:%d: %s tree_remove(%llu) failed
  [0xd93fa7] __TEXT,__cstring: %s:%d: %s Would have attempted to create an entry with kind == NEW and refcnt == %d! (flags=0x%x, existing val len_and_kind=0x%llx owning_obj_id=%llu refcnt=%d)
  [0xd94049] __TEXT,__cstring: %s:%d: %s apfs_free_data_blocks_if_needed(%llu,%llu) failed: %d %s
  [0xd9408d] __TEXT,__cstring: %s:%d: %s Attempted to %s range %llu+%llu but it isn't entirely there! (found gap at %llu, next range at %llu+%llu)
  [0xd94102] __TEXT,__cstring: reference
  [0xd9410c] __TEXT,__cstring: dereference
  [0xd94118] __TEXT,__cstring: %s:%d: %s failed to get next physical extent, error %s(%d)
  [0xd94154] __TEXT,__cstring: %s:%d: %s expanded record found on unsupported volume
  [0xd9418b] __TEXT,__cstring: jobj_type_from_possibly_large_key
  [0xd941ad] __TEXT,__cstring: -apfs_default_to_vekd_disable
  [0xd941cb] __TEXT,__cstring: !((err == 0) && (*crypto_id == 0) && fs_is_content_protected(apfs))
  [0xd9420f] __TEXT,__cstring: %s:%d: %s failed to %s crypto-id %lld (ret %d)
  [0xd9423f] __TEXT,__cstring: change_crypto_id_prot_class
  [0xd9425b] __TEXT,__cstring: insert
  [0xd94262] __TEXT,__cstring: update
  [0xd94269] __TEXT,__cstring: %s:%d: %s error initializing class %d crypto state (crypto id %llu)
  [0xd942ae] __TEXT,__cstring: %s:%d: %s failed to update dstream on namedstream inode %llu for inode %llu
  [0xd942fb] __TEXT,__cstring: change_xdstream_prot_class
  [0xd94316] __TEXT,__cstring: %s:%d: %s failed to update dstream on xdstream %llu
  [0xd9434b] __TEXT,__cstring: %s:%d: %s failed to change xdstream prot class (xdstream %llu default crypto id %llu error %d)
  [0xd943ab] __TEXT,__cstring: get_vol_crypto(apfs) != VOL_PFKEY
  [0xd943cd] __TEXT,__cstring: %s:%d: %s change_xdstream_prot_class failed on ino %llu (err %d)
  [0xd9440f] __TEXT,__cstring: change_prot_class
  [0xd94421] __TEXT,__cstring: %s:%d: %s %s only collected %d crypto states for ino %llu (op %d, err %d)
  [0xd9446c] __TEXT,__cstring: iterate_ino_crypto_state
  [0xd94485] __TEXT,__cstring: %s:%d: %s failed to retain crypto-id %llu for ino %llu, %d
  [0xd944c1] __TEXT,__cstring: retain_xdstream_crypto_states
  [0xd944df] __TEXT,__cstring: %s:%d: %s failed to retain file dstream crypto states for %s (error %d)
  [0xd94528] __TEXT,__cstring: retain_crypto_states
  [0xd9453d] __TEXT,__cstring: %s:%d: %s failed to retain xattr dstream crypto states for %s - crypto state ref counts may now be off (error %d)
  [0xd945b0] __TEXT,__cstring: %s:%d: %s rapid-aged %llu inodes
  [0xd945d2] __TEXT,__cstring: ino_set_rage
  [0xd945df] __TEXT,__cstring: %s:%d: %s inode %llu was marked sparse but didn't have a sparse bytes extended field?
  [0xd94636] __TEXT,__cstring: ino_phys_size_ext
  [0xd94648] __TEXT,__cstring: ino->vp == ((vnode_t)0xDEADBEEF)
  [0xd94669] __TEXT,__cstring: %s:%d: %s *** failed to set dstream as an extended field of ino %lld (ret %d)
  [0xd946b8] __TEXT,__cstring: fs_create_dstream
  [0xd946ca] __TEXT,__cstring: %s:%d: %s *** failed to fetch the dstream pointer for %lld (ret %d)
  [0xd9470f] __TEXT,__cstring: %s:%d: %s failed to insert new dstream_id %llu (ret %d)
  [0xd94747] __TEXT,__cstring: %s:%d: %s failed to remove doc-id for ino %llu, error %d
  [0xd94781] __TEXT,__cstring: move_inode_to_purgatory_ext
  [0xd947a0] __TEXT,__cstring: 0x%llx-dead
  [0xd947ac] __TEXT,__cstring: %s:%d: %s inode %llu is already in purgatory
  [0xd947da] __TEXT,__cstring: %s:%d: %s Failed to insert drec associated with purgatory_dir and ino %llu, error = %d
  [0xd94832] __TEXT,__cstring: %s:%d: %s Failed to update purgatory_dir: xid %llu, ino %llu, error = %d
  [0xd9487c] __TEXT,__cstring: %s:%d: %s Failed to remove purgatory_dir drec from fs_root tree: xid %llu, drec %llu, error = %d
  [0xd948de] __TEXT,__cstring: %s:%d: %s Failed to update inode : xid %llu, ino %llu, error = %d
  [0xd94921] __TEXT,__cstring: %s:%d: %s error %d removing purgatory entry %lld/%s for ino %lld
  [0xd94963] __TEXT,__cstring: remove_purgatory_entry
  [0xd9497a] __TEXT,__cstring: %s:%d: %s update of the purgatory dir failed! err %d xid %lld
  [0xd949b9] __TEXT,__cstring: %s:%d: %s could not get correct parent of ino %llu (%d tries)
  [0xd949f8] __TEXT,__cstring: apfs_update_dir_stats_parent
  [0xd94a15] __TEXT,__cstring: "%s cannot be called for namedstream inodes\n" @%s:%d
  [0xd94a4b] __TEXT,__cstring: insert_linkid
  [0xd94a59] __TEXT,__cstring: site.link_origin_t
  [0xd94a6c] __TEXT,__cstring: %s:%d: couldn't allocate memory for link origin
  [0xd94a9d] __TEXT,__cstring: %s:%d: %s %s():%d: dir_nlink = %d for inum %lld, removing %lld, below zero!?!
  [0xd94aec] __TEXT,__cstring: __apfs_dec_parent_nlink
  [0xd94b04] __TEXT,__cstring: %s:%d: %s %s():%d: xf-nlink count = %llu for inum %lld, removing %lld?!
  [0xd94b4d] __TEXT,__cstring: %s:%d: %s failed to remove sibling hard link entry for ino %lld under hardlink/sibling key %lld/%lld w/drec %lld:%s (ret %d)
  [0xd94bcb] __TEXT,__cstring: remove_dir_entry_ext
  [0xd94be0] __TEXT,__cstring: %s:%d: %s failed to remove drec %lld:%s ino %lld ret %d
  [0xd94c19] __TEXT,__cstring: %s:%d: %s failed to remove extent for extent-id %lld @ logical offset %lld:%lld err %d
  [0xd94c71] __TEXT,__cstring: remove_extent_of_file
  [0xd94c87] __TEXT,__cstring: %s:%d: %s failed to decrement crypto state = %llu, err %d
  [0xd94cc2] __TEXT,__cstring: %s:%d: %s failed to decrement physical range pbn=%llu len=%llu for obj-id %lld
  [0xd94d12] __TEXT,__cstring: "res->xid %lld but xid is now %lld\n" @%s:%d
  [0xd94d3f] __TEXT,__cstring: %s:%d: %s cannot clone file extents %llu, %d
  [0xd94d6d] __TEXT,__cstring: trim_file_tail_if_needed_ext
  [0xd94d8a] __TEXT,__cstring: %s:%d: %s ino %lld alloced size is %lld but size is only %lld
  [0xd94dc9] __TEXT,__cstring: %s:%d: %s ino %llu:%llu (orig size %llu:%llu) trimmed %llu extents, %llu blocks (ret %d)
  [0xd94e23] __TEXT,__cstring: %s:%d: %s BUG BUG BUG: ino %lld unbacked-alloced-size %lld.  capping it to %lld
  [0xd94e74] __TEXT,__cstring: %s:%d: %s link count == %d for inum %lld?!
  [0xd94ea0] __TEXT,__cstring: fs_obj_delete
  [0xd94eae] __TEXT,__cstring: %s:%d: %s failed to move ino %lld from dir %lld to purgatory : %d
  [0xd94ef1] __TEXT,__cstring: %s:%d: %s %s: could not insert dir rec for obj-id %lld (name: %s)
  [0xd94f34] __TEXT,__cstring: fs_obj_create_name_checked
  [0xd94f4f] __TEXT,__cstring: %s:%d: %s *** failed to set rdev as an extended field of ino %lld (ret %d)
  [0xd94f9b] __TEXT,__cstring: %s:%d: %s %s: could not cp_create for obj-id %lld (name: %s)
  [0xd94fd9] __TEXT,__cstring: %s:%d: %s %s: could not insert inode obj-id %lld (name: %s)
  [0xd95016] __TEXT,__cstring: %s:%d: %s %s: could not update parent obj-id %lld on create of obj-id %lld (name: %s)
  [0xd9506d] __TEXT,__cstring: %s:%d: %s %s: could not remove inode obj-id %lld (name: %s)
  [0xd950aa] __TEXT,__cstring: %s:%d: %s %s: could not remove dir rec for obj-id %lld (name: %s)
  [0xd950ed] __TEXT,__cstring: %s:%d: %s Adding children to an auto-mount directory is not allowed
  [0xd95132] __TEXT,__cstring: fs_obj_create_prepare_and_lock
  [0xd95151] __TEXT,__cstring: %s:%d: %s dir %s got deleted behind our feet
  [0xd9517f] __TEXT,__cstring: %s:%d: %s fs_tx_enter for %s failed with %d
  [0xd951ac] __TEXT,__cstring: fs_obj_create_do
  [0xd951bd] __TEXT,__cstring: %s:%d: %s failed to create object named %s in dir w/obj-id %lld err %d
  [0xd95205] __TEXT,__cstring: %s:%d: %s Failed to perform speculative download telemetry update, ino %llu
  [0xd95252] __TEXT,__cstring: site.j_file_extent_t*
  [0xd95268] __TEXT,__cstring: %s:%d: DANGER! got the same extent for logical addr %lld twice!
  [0xd952a9] __TEXT,__cstring: fext_collector
  [0xd952b8] __TEXT,__cstring: %s:%d: ** BOGUS FEXT FLAGS = 0x%02x (crypto_flags = 0x%llx)
  [0xd952f5] __TEXT,__cstring: fext_get_crypto_id
  [0xd95308] __TEXT,__cstring: "invalid crypto id %llu" @%s:%d
  [0xd95328] __TEXT,__cstring: %s:%d: %s Error looking up dstream id %llu: %d (%s)
  [0xd9535d] __TEXT,__cstring: get_dstream_id_refcnt
  [0xd95373] __TEXT,__cstring: %s:%d: %s failed to update dstream id %lld err %d
  [0xd953a6] __TEXT,__cstring: decrement_dstream_id_for_deletion_ex
  [0xd953cb] __TEXT,__cstring: %s:%d: %s failed to remove <%llu, %llu> clone mapping, error %d
  [0xd9540c] __TEXT,__cstring: %s:%d: %s didn't find <%llu, %llu> clone mapping which was expected, not failing
  [0xd9545e] __TEXT,__cstring: decrement-dstream-id-for-deletion
  [0xd95480] __TEXT,__cstring: ep_decrement-dstream-id-for-deletion
  [0xd954a5] __TEXT,__cstring: %s:%d: %s trying to restore refcnt on dstream id %llu
  [0xd954dc] __TEXT,__cstring: %s:%d: %s failed to restore refcnt on dstream id %llu, err: %d
  [0xd9551c] __TEXT,__cstring: %s:%d: %s cloning_err %d must_join_current_txn %s xid %lld
  [0xd95558] __TEXT,__cstring: iterative_fext_cloner
  [0xd95575] __TEXT,__cstring: %s:%d: %s failed to insert extent for ino %lld @ logical offset %lld
  [0xd955bb] __TEXT,__cstring: %s:%d: %s failed to increment physical range pbn=%llu len=%llu for obj-id %lld
  [0xd9560b] __TEXT,__cstring: %s:%d: %s proposed crypto id %llu already in use, making a new one
  [0xd9564f] __TEXT,__cstring: get_new_crypto_id_if_needed
  [0xd9566b] __TEXT,__cstring: %s:%d: %s cp_corrupt_assert() failed: %s
  [0xd95694] __TEXT,__cstring: vol_crypto != VOL_PFKEY
  [0xd956ac] __TEXT,__cstring: %s:%d: %s failed to get new crypto id for clone ino %lld (cret %d; clone prot class %d)
  [0xd95705] __TEXT,__cstring: %s:%d: %s lookup_file_extent failed: %s (%d)
  [0xd95733] __TEXT,__cstring: is_non_iterative_extent_manipulation_faster
  [0xd9575f] __TEXT,__cstring: %s:%d: %s failed to remove dstream_id %llu (err %d)
  [0xd95794] __TEXT,__cstring: remove_dstream_id_and_fexts_copy
  [0xd957b5] __TEXT,__cstring: %s:%d: %s failed to remove extents of dstream %llu (err %d)
  [0xd957f2] __TEXT,__cstring: %s:%d: %s failed to clone extents for ino %llu, volume transcription is in progress
  [0xd95847] __TEXT,__cstring: clone_extents_if_needed_with_gst
  [0xd95868] __TEXT,__cstring: %s:%d: %s ino %lld (%s) could not get a new crypto-id (ret %d gencount %d xid %lld)!
  [0xd958be] __TEXT,__cstring: %s:%d: %s ino %lld (%s) is a graft image file, graft_state must be non NULL
  [0xd9590b] __TEXT,__cstring: %s:%d: %s *** failed to set dest dstream on ino %lld (from %lld, ret = %d)
  [0xd95957] __TEXT,__cstring: clone_inode
  [0xd95963] __TEXT,__cstring: %s:%d: %s source inode(%lld) marked sparse, but missing extended field
  [0xd959ab] __TEXT,__cstring: %s:%d: %s failed to set sparse byte count on inode %lld
  [0xd959e4] __TEXT,__cstring: %s:%d: %s failed to load inode %lld ret %d on volume: %s
  [0xd95a1e] __TEXT,__cstring: fs_get_inode_with_hint
  [0xd95a35] __TEXT,__cstring: %s:%d: %s failed to increment the crypto state refcount for crypto_id %lld, %s (%d)
  [0xd95a8a] __TEXT,__cstring: fext_cloner
  [0xd95a96] __TEXT,__cstring: %s:%d: %s failed to increment the refcount for pext %lld, %s (%d)
  [0xd95ad9] __TEXT,__cstring: %s:%d: %s failed to decrement the crypto state refcount for crypto_id %lld, %s (%d)
  [0xd95b2e] __TEXT,__cstring: %s:%d: %s failed to cleanup orphan fext %lld, for dstream id %lld, %s (%d)
  [0xd95b7a] __TEXT,__cstring: clone_ea_ctx.err != (-1)
  [0xd95b93] __TEXT,__cstring: %s:%d: %s name <%s> is TOO LONG! (%d / max %d)
  [0xd95bc2] __TEXT,__cstring: fs_obj_clone_name_checked
  [0xd95bdc] __TEXT,__cstring: %s:%d: %s could not set dir-stats as part of recursive cloning: %s (%d); size tracking may go out of sync
  [0xd95c47] __TEXT,__cstring: %s:%d: %s failed to get the new parent ino %lld (for cloning from %lld)
  [0xd95c90] __TEXT,__cstring: %s:%d: %s could not fetch new clone %lld
  [0xd95cba] __TEXT,__cstring: %s:%d: %s failed to insert dest_drec %lld:%s err %d
  [0xd95cef] __TEXT,__cstring: %s:%d: %s failed to alloc temp clone drec (name %s, err %d)
  [0xd95d2c] __TEXT,__cstring: %s:%d: %s failed to remove temp clone name %s in private dir (err %d)
  [0xd95d73] __TEXT,__cstring: %s:%d: %s failed to set new name %s on clone
  [0xd95da1] __TEXT,__cstring: %s:%d: %s failed to alloc dir rec in error path, err=%d ret=%d
  [0xd95de1] __TEXT,__cstring: %s:%d: %s there should have been an entry for the name %s ret %d
  [0xd95e23] __TEXT,__cstring: %s:%d: %s failed to insert dead record in purgatory for failed clone w/ino # %lld (ret %d)
  [0xd95e7f] __TEXT,__cstring: %s:%d: %s Failed to fetch crypto for crypto_id %lld
  [0xd95eb4] __TEXT,__cstring: jdev_fext_read_data
  [0xd95ec8] __TEXT,__cstring: site.j_file_extent_t *
  [0xd95edf] __TEXT,__cstring: %s:%d: %s failed updating hole %lld:%lld (pos %lld, len %lld alloced_size %lld) err %d
  [0xd95f37] __TEXT,__cstring: alloc_space_for_write_with_hint_and_spino
  [0xd95f61] __TEXT,__cstring: "ino %lld pos:len %lld:%lld fext %lld:%lld (%lld)\n" @%s:%d
  [0xd95f9d] __TEXT,__cstring: "ino %lld illogical file extent %lld:%lld != alloced_size %lld (fsize %lld)\n" @%s:%d
  [0xd95ff3] __TEXT,__cstring: %s:%d: %s ino %lld file extent %lld:%lld extends beyond alloced_size %lld (fsize %lld). fixing it.
  [0xd96057] __TEXT,__cstring: %s:%d: %s ino %lld no extent covering dstream alloced_size %lld (fsize %lld) pos/len %lld:%lld
  [0xd960b7] __TEXT,__cstring: %s:%d: %s spaceman_alloc() FAILED, err: %d xid: %lld paddr: %lld blocks requested: %lld blocks allocated: %lld
  [0xd96127] __TEXT,__cstring: "we asked for %lld blocks but got %lld (orig %lld, blks_this_allocation %lld)\n" @%s:%d
  [0xd9617f] __TEXT,__cstring: "we asked for %lld blocks but got zero (paddr %lld) from spaceman_alloc() and no error.\n" @%s:%d
  [0xd961e1] __TEXT,__cstring: %s:%d: %s failed inserting hole %lld:%lld (pos %lld, len %lld alloced_size %lld) err %d
  [0xd9623a] __TEXT,__cstring: %s:%d: %s failed to extend existing extent %lld:%lld of inode %lld: %s(%d)
  [0xd96286] __TEXT,__cstring: %s:%d: %s Cannot start transaction with XID %lld: %s(%d)
  [0xd962c0] __TEXT,__cstring: fs_map_file_offset_ext
  [0xd962d7] __TEXT,__cstring: %s:%d: %s Cannot find extent at offset %lld in dstream %lld of inode %lld: %s(%d)
  [0xd9632a] __TEXT,__cstring: %s:%d: %s Unexpected unwritten extent for offset %lld of data stream %lld in inode %lld
  [0xd96383] __TEXT,__cstring: %s:%d: %s Cannot reach %lld from %lld, gap at %lld in inode %lld
  [0xd963c5] __TEXT,__cstring: %s:%d: %s Cannot construct reservation list for sparse extent for %lld bytes at offset %lld in inode %lld: %s(%d)
  [0xd96438] __TEXT,__cstring: %s:%d: %s Not enough reserved ranges to reach position %lld in inode %lld from %lld:%zu
  [0xd96491] __TEXT,__cstring: site.apfs_rangelist_entry_t
  [0xd964ad] __TEXT,__cstring: %s:%d: %s On %d iteration got extent %lld:%lld->%lld which does not start at offset %lld of inode %lld
  [0xd96515] __TEXT,__cstring: %s:%d: %s On %d iteration got allocated extent %lld:%lld->%lld which overlaps with the reserved range %lld:%lld,%d of inode %lld
  [0xd96597] __TEXT,__cstring: %s:%d: %s iteration %d - range %lld:%lld,%d does not include offset %lld in inode %lld
  [0xd965ef] __TEXT,__cstring: "iteration %d - found unreserved range at offset %lld in inode %p for extent %p, range points to %p(%lld:%lld,%d)\n" @%s:%d
  [0xd9666b] __TEXT,__cstring: %s:%d: %s iteration %d - found unreserved range at offset %lld in inode %lld for extent %lld at %lld, range points to %lld:%lld,%d
  [0xd966ef] __TEXT,__cstring: %s:%d: %s Cannot assign physical blocks at %lld to file extent of %lld bytes at offset %lld to dstream %lld of inode %lld: %s(%d)
  [0xd96772] __TEXT,__cstring: %s:%d: %s Cannot allocate reserved space for %lld bytes at offset %lld in dstream %lld of inode %lld: %s(%d)
  [0xd967e0] __TEXT,__cstring: %s:%d: %s Allocated reserved space for %lld bytes at offset %lld in dstream %lld of inode %lld: extent %lld:%lld->%lld does not match range %lld:%lld,%d
  [0xd9687a] __TEXT,__cstring: %s:%d: %s Cannot allocate space for %zu bytes at offset %lld in dstream %lld of inode %lld: %s(%d)
  [0xd968de] __TEXT,__cstring: %s:%d: %s Cannot mark space for %zu bytes at offset %lld in dstream %lld of inode %lld as writable: %s(%d)
  [0xd9694a] __TEXT,__cstring: %s:%d: %s Cannot restore unwritten status of extent at offset %lld in dstream %lld of inode %lld: %s(%d)
  [0xd969b4] __TEXT,__cstring: %s:%d: %s failed to add dirty work item for ino %lld (%lld:%lld) err %d xid %lld
  [0xd96a06] __TEXT,__cstring: %s:%d: %s Couldn't get extentref tree, err %d
  [0xd96a35] __TEXT,__cstring: fs_with_quota_tidemark
  [0xd96a4c] __TEXT,__cstring: %s:%d: Error! tree_lookup_le of %lld:%lld returned %d!
  [0xd96a84] __TEXT,__cstring: find_first_overlapping_phys_extent
  [0xd96aa7] __TEXT,__cstring: %s:%d: Error! tree_lookup_ge of %lld:%lld returned %d!
  [0xd96adf] __TEXT,__cstring: com.apple.FinderInfo
  [0xd96af4] __TEXT,__cstring: com.apple.system.Security
  [0xd96b0e] __TEXT,__cstring: %s:%d: %s xattr %lld:%s err %d decrementing crypto state id %lld (xattr dstream id %lld)
  [0xd96b68] __TEXT,__cstring: fs_remove_xattr_with_nstream_inode
  [0xd96b8b] __TEXT,__cstring: %s:%d: %s Failed to update jobj %llu while removing xattr %s with error: %d
  [0xd96bd8] __TEXT,__cstring: %s:%d: %s xattrs iteration with id %llu failed with %d
  [0xd96c10] __TEXT,__cstring: ino_has_stream_xattr
  [0xd96c25] __TEXT,__cstring: %s:%d: Sparse bytes removed from inode %lld internal flags: 0x%llx iflags 0x%llx, new_sparse_bytes %lld; name %s parent-id %lld), but it wasn't marked sparse.
  [0xd96cc5] __TEXT,__cstring: update_sparse_bytes
  [0xd96cd9] __TEXT,__cstring: %s:%d: Sparse bytes removed from inode %lld that didn't have an extended field.
  [0xd96d2a] __TEXT,__cstring: %s:%d: Failed to remove sparse bytes attribute from ino %lld, but it was successfully got, errro %d
  [0xd96d8f] __TEXT,__cstring: %s:%d: Couldn't set sparse bytes extended attribute on ino %lld, error %d
  [0xd96dda] __TEXT,__cstring: (((ino->mode) & 0170000) == 0100000)
  [0xd96dff] __TEXT,__cstring: !"cannot convert class V"
  [0xd96e19] __TEXT,__cstring: %s:%d: %s Couldn't find snap_meta for xid %llu, error %d
  [0xd96e53] __TEXT,__cstring: fs_get_snap_meta
  [0xd96e64] __TEXT,__cstring: %s:%d: %s apfs_snap_oxid should be %llu but it's %llu
  [0xd96e9b] __TEXT,__cstring: fs_update_snap_vol_carefully
  [0xd96eb8] __TEXT,__cstring: %s:%d: %s apfs_main_apfs should be %p but it's %p
  [0xd96eeb] __TEXT,__cstring: %s:%d: %s Couldn't get active snap meta tree, error=%d
  [0xd96f23] __TEXT,__cstring: fs_iterate_snapshots
  [0xd96f38] __TEXT,__cstring: site.j_snap_metadata_val_t.uint8_t
  [0xd96f5b] __TEXT,__cstring: %s:%d: %s tree_iterator_init() for snapmeta %lld, err=%d
  [0xd96f95] __TEXT,__cstring: %s:%d: %s apfs must point to a live view
  [0xd96fbf] __TEXT,__cstring: fs_evict_range
  [0xd96fce] __TEXT,__cstring: %s:%d: %s Live view reverted to snapshot but not yet mounted RW, cannot evict
  [0xd9701d] __TEXT,__cstring: %s:%d: %s Volume has no system role, skipping
  [0xd9704c] __TEXT,__cstring: %s:%d: %s Volume has no snapshots, skipping
  [0xd97079] __TEXT,__cstring: %s:%d: %s Volume snapshots can be manipulated, skipping
  [0xd970b2] __TEXT,__cstring: %s:%d: %s old reserve was %lld, num_blocks %lld. blocks_in_txn_counter %lld num_active_txns=%d
  [0xd97112] __TEXT,__cstring: fs_tx_leave_ext
  [0xd97122] __TEXT,__cstring: %s:%d: %s gettin' low on space: ttype %s num_blocks %lld blocks_in_txn %lld free_blocks %lld xid %lld
  [0xd97189] __TEXT,__cstring: %s:%d: %s tx_leave failed: %d
  [0xd971a8] __TEXT,__cstring: %s:%d: %s couldn't freeze the file system (error %d)
  [0xd971de] __TEXT,__cstring: fs_tx_freeze
  [0xd971eb] __TEXT,__cstring: %s:%d: %s couldn't thaw the file system (error %d)
  [0xd9721f] __TEXT,__cstring: fs_tx_thaw
  [0xd9722a] __TEXT,__cstring: !apfs->apfs_readonly
  [0xd9723f] __TEXT,__cstring: %s:%d: %s stopped purgatory dir cleanup after %d loops
  [0xd97277] __TEXT,__cstring: cleanup_purgatory_dir
  [0xd9728d] __TEXT,__cstring: %s:%d: %s Request to delete volume %u was denied, nx is read only
  [0xd972d0] __TEXT,__cstring: apfs_deletefs_ext
  [0xd972e2] __TEXT,__cstring: %s:%d: %s Request to delete volume %u was denied, wrong volume index
  [0xd97328] __TEXT,__cstring: %s:%d: %s failed to get fsys idx=%u oid=%llu: %d
  [0xd9735a] __TEXT,__cstring: %s:%d: %s nx and apfs superblock disagree on fs_idx, nx_idx=%u, nx_oid=%llu, apfs_idx=%u
  [0xd973b4] __TEXT,__cstring: %s:%d: %s cannot delete encrypted volume in demo mode
