  [0x38cfa5] __TEXT,__cstring: component-index
  [0x3e1621] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ok=%d
  [0x3e1641] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: dfp.address.port(%u) >= %u
  [0x3e1676] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: dfp.role(%u) > DFP_CIO
  [0x3e16a7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: atc%u,%u (atc%u-%s): ret=0x%08x
  [0x3e171b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: noconnect: ret=0x%08x
  [0x3e174b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Failed to get work loop
  [0x3e177d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Failed to allocate command gate
  [0x3e17b7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Failed to add command gate to work loop
  [0x3e17f9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ret=0x%08x
  [0x3e196b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: pre_configured
  [0x3e1994] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: boot-arg length exceeds %u; truncated to "%s"
  [0x3e19e5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: boot-args-prefix=%s len=%u
  [0x3e1a1a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: wrong provider type
  [0x3e1a48] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to create work-loop
  [0x3e1a7d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't allocate command gate
  [0x3e1ab3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add command gate to work-loop
  [0x3e1af5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: missing device memory reg[0]
  [0x3e1b2c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to map device memory reg[1]
  [0x3e1b69] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to create nub for DT nub %s
  [0x3e1ba6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to attach nub for DT nub %s
  [0x3e1be3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to start nub for DT nub %s
  [0x3e1c1f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: runAction ret=0x%08x (ignored)
  [0x3e1c58] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: powerstate %lx -> %lx, capabilities=%lx thisDevice?=%d
  [0x3e1ca9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: runAction ret=0x%08x
  [0x3e1cd8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: powerstate %lx -> %lx
  [0x3e1d08] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: domainState=0x%08lx initialPowerState=%lu _defaultPowerState=%lu result=%lu
  [0x3e1d6e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: powerstate = %lx
  [0x3e1dbe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to enable clock/power ret=0x%08x
  [0x3e1e00] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to disable clock/power ret=0x%08x
  [0x3e1e43] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: already powered on
  [0x3e1e79] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: enabling
  [0x3e1e9c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: already powered off
  [0x3e1ed3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: disabling
  [0x3e1ef7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Set pixel clock limit = %u.
  [0x3e1f2d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: reg=0x%08x value=0x%08x
  [0x3e1f91] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: reg=0x%08x buf[]= <%s>
  [0x3e1ff1] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Clocks: pixelClock=%u
  [0x3e2027] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s:         videoClock=%u
  [0x3e205d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: pixel clock exceeds pixel clock limit: %lu
  [0x3e20a2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: unable to %s %luHz video clock (ignored); likely fixed for embedded display
  [0x3e2111] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: %luHz video clock not %s
  [0x3e214b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s videoClock=%uHz
  [0x3e2178] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error resetting video clock: ret=0x%08x (ignored)
  [0x3e21c4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Could not instantiate reset function; provider missing property "function-device_reset_dpa"?
  [0x3e2285] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Configuring audio with the following properties:
  [0x3e22d0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: format=%d channelCount=%d dpChannelCount=%d sampleSize=%d sampleRate=%d dpSampleRate=%u
  [0x3e2342] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Finished Audio
  [0x3e2390] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: master Maud:Naud=%u:%u
  [0x3e23c1] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: stream Maud:Naud=<calculated>:%u
  [0x3e23fc] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: stream Maud:Naud=%u:%u
  [0x3e242d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: audio data channel mapping=0x%08x
  [0x3e2469] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): AFIFO_UNDER not set, audio did not drain
  [0x3e24b6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: start
  [0x3e2584] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _powered=%d
  [0x3e25aa] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: initHDCP
  [0x3e25cd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to get workloop
  [0x3e25fe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add auth session to workloop
  [0x3e263f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: disabling...
  [0x3e26a7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP status before protectLink: 0x%02X
  [0x3e26e8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Negotiaton already in progress.
  [0x3e2722] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP Startup Failed. ret=0x%08x
  [0x3e275c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Phase one failed. ret=0x%08x
  [0x3e2793] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Phase two failed. ret=0x%08x
  [0x3e27ca] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Enable failed. ret=0x%08x
  [0x3e27fe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP status after protectLink: 0x%02X
  [0x3e283e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: shutdownHDCPBlock ret=0x%08x
  [0x3e2875] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: loadKey
  [0x3e2897] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: AKSV not ready
  [0x3e28c0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: startupHDCPBlock
  [0x3e28eb] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: abortHDCPNegotiation
  [0x3e291a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: interrupted for reason 0x%08x while waiting for controller close
  [0x3e2975] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: shutdownHDCPBlock
  [0x3e29a1] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: abortHDCPNegotiation ret=0x%08x
  [0x3e29db] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Negotiating HDCP1 with %s.
  [0x3e2a10] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: negotiateHDCP_Software ret=0x%08x
  [0x3e2a4c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: AN= <%s>
  [0x3e2a6e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: AKSV= <%s>
  [0x3e2a92] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: AKSV validation failed
  [0x3e2ac2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: BKSV= <%s>
  [0x3e2ae6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: BKSV validation failed
  [0x3e2b16] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Receiver failed to generate CP_IRQ.
  [0x3e2b54] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Comparing R0 and R0'.
  [0x3e2b84] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _vPrimeReady timeout
  [0x3e2bd8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Enabling encryption.
  [0x3e2c07] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Disabling encryption.
  [0x3e2c37] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ENC_CHG irq
  [0x3e2c5d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: R0_CHK irq
  [0x3e2c82] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Signaling encryption changed.
  [0x3e2cba] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Encryption on - HDCP Status: 0x%02X
  [0x3e2cf8] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Encryption off - HDCP Status: 0x%02X.
  [0x3e2d38] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: R0 Prime Ready, hit hardware
  [0x3e2d6f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: V Prime Ready, hit hardware
  [0x3e2da5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: device removed
  [0x3e2dce] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: status=0x%08x
  [0x3e2df6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: interrupted for reason 0x%08x while waiting for abort
  [0x3e2e46] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: No auth session
  [0x3e2e70] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Already attempting to authenticate
  [0x3e2ead] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: receiverConnected failed, ret=0x%08x
  [0x3e2eec] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: cpDesired failed, ret=0x%08x
  [0x3e2f23] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Unexpected waitResult=0x%08x
  [0x3e307d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: hPrimeAvailable ret=0x%08x
  [0x3e30b2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: pairingInfoAvailable ret=0x%08x
  [0x3e30ec] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: receiverIDListAvailable ret=0x%08x
  [0x3e3129] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: authenticated=%d negotiating=%d maxHDCPContentType=%d state=%s(%d)
  [0x3e3186] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: TRA_UNSEEDED_ERROR detected, check keys!
  [0x3e31c9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Negotiation failed...
  [0x3e31f9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to map registers
  [0x3e322b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: _nologRanges is null; ignoring "reg-nodebug" value
  [0x3e3281] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: "reg-nodebug" property value is not OSData; ignoring
  [0x3e32d9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: _redactRanges is null; ignoring "reg-redact" value
  [0x3e332f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: "reg-redact" property value is not OSData; ignoring
  [0x3e3386] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: ignoring invalid ImpLaneCount (%u)
  [0x3e33cc] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): lane-map entry is improperly formed, _laneMapSize=%u, _laneMapCount=%u
  [0x3e3437] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: setLaneMapping ret=0x%08x
  [0x3e346b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: vid-clk-frequency property found, preconfigured video clock=%uhz
  [0x3e34c6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _port->setOwner() ret=0x%08x
  [0x3e34fd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ok=%u _port=0x%llx
  [0x3e352b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Wrong provider type
  [0x3e358e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: getWorkLoop() failed
  [0x3e35bd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't allocate interrupt event source
  [0x3e35fd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add interrupt event source to workloop
  [0x3e36d3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't allocate unplug event source
  [0x3e3710] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add unplug event source to workloop
  [0x3e3758] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't allocate plug event source
  [0x3e3793] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add plug event source to workloop
  [0x3e37d9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't allocate set properties event source
  [0x3e381e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add set properties event source to workloop
  [0x3e38a4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to add command gate to workloop
  [0x3e38e5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _cpCapabilties.hdcp.protocolMask=0x%x
  [0x3e3925] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: HDCP1 is required, but SoC is not HDCP1 fused!
  [0x3e3975] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: error: HDCP2 is required, but SoC is not HDCP2 fused!
  [0x3e39c5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: attach failed
  [0x3e39ed] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: start failed
  [0x3e3a14] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: open failed
  [0x3e3a3a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: can't register to PM root
  [0x3e3a6e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: stopping
  [0x3e3a91] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: detaching
  [0x3e3ab5] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP init failed
  [0x3e3ae0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP attach failed
  [0x3e3b0d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP start failed
  [0x3e3b39] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HDCP detaching
  [0x3e3b62] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: super::handlePowerRegistration() failed
  [0x3e3ba4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: no controller properties passed
  [0x3e3bde] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Setting unplug de-bounce to %dms
  [0x3e3c19] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s virtual device mode.
  [0x3e3c4b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Suspending Link
  [0x3e3c75] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: signaling _port->inactiveSinkDetected()
  [0x3e3cb7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Requesting power state %s
  [0x3e3ceb] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Power state already set to %s
  [0x3e3d23] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: state %d/%d pending %d sleeping %d, ret=0x%08x
  [0x3e3f0b] __TEXT,__os_log: Unexpected pending IRQ's detected: COMMON_INT_STA_3=0x%08x
  [0x3e3fc9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): getSlaveVideoLinkDataFromRegisters() failed, ret=0x%08x
  [0x3e4025] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): configureBSWatchdog() failed, ret=0x%08x
  [0x3e4072] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _port->activate() ret=0x%08x
  [0x3e40a9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: display interface ON
  [0x3e4133] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: powered off upon return from deviceRemoved()
  [0x3e4183] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: display interface OFF
  [0x3e41b3] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _port->deactivate() ret=0x%08x (ignored)
  [0x3e41f6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: _provider->enableDeviceClock ret 0x%08x (ignored)
  [0x3e4242] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Setting lane count to %d
  [0x3e4275] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: linkType=%s
  [0x3e430c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Finished starting %s link
  [0x3e4365] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: dptxWrap failed validation, ret=0x%08x
  [0x3e43a6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: linkType=%s _linkStatusMask=0x%08x _deviceBusy=%d _pendingClose=%d
  [0x3e4403] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: ret=0x%08X
  [0x3e44d0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: getALPMEnabled() ret=0x%08x (ignored)
  [0x3e4510] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unexpected commandSleepUntilDeadline() error: ret=0x%08x (ignored)
  [0x3e456d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: device->stopInfoFrame() ret=0x%08x (ignored)
  [0x3e45b4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: failed to disable VSC SDP, ret=0x%08x (ignored)
  [0x3e45fe] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: stopALPM() ret=0x%08x (ignored)
  [0x3e4638] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: deviceConnectedGated failed, ret=0x%08x
  [0x3e467a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: type=%s ret=0x%08x
  [0x3e46a7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: sender=0x%llx powering on
  [0x3e4700] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: sender=0x%llx powering off
  [0x3e475a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: sender=0x%llx, hpd=%u
  [0x3e478a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: sender != _port(0x%llx), ignoring event!
  [0x3e47cd] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: sender=0x%llx dispatching IRQ_HPD
  [0x3e484c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: interrupts disabled: ignoring interrupt
  [0x3e4897] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: FIFO error interrupt COMMON_INT_STA_3=0x%08x
  [0x3e48de] __TEXT,__os_log: %s::%s(): FIFO error interrupt COMMON_INT_STA_3=0x%08x
  [0x3e4916] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: interrupt: COMMON_INT_STA_4=0x%08x COMMON_INT_STA_1=0x%08x DP_INT_STA=0x%08x
  [0x3e497d] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: RPLY_RECEIV: waking pending _auxTransactionStatus
  [0x3e49c9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: AUX_ERR: AUX_CH_STA=0x%08x AUX_ERR_NUM=0x%08x AUX_RX_COMM=0x%08x AUX_DEBUG_STATUS=0x%08x
  [0x3e4a3c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: DEFER_ERROR: Received I2C_ACK + M reply, M = %d
  [0x3e4a86] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): DEFER_ERROR: Unexpected I2C-over-AUX Reply, AUX_RX_COMM=0x%08x AUX_DEBUG_STATUS=0x%08x
  [0x3e4b01] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): DEFER_ERROR: Unexpected Native AUX Reply, AUX_RX_COMM=0x%08x AUX_DEBUG_STATUS=0x%08x
  [0x3e4b7a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HSYNC_MISSING IRQ: %s? COMMON_INT_STA_1=0x%0x
  [0x3e4bc2] __TEXT,__os_log: %s::%s(): HSYNC_MISSING IRQ: %s? COMMON_INT_STA_1=0x%0x
  [0x3e4bfb] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: SYS_CTL_3=0x%02x
  [0x3e4c26] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: unplug de-bounce %dms
  [0x3e4c56] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: plug de-bounce %dms
  [0x3e4c84] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Not Enabled
  [0x3e4caa] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: HPD Lost period over
  [0x3e4d1a] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: waitForPowerChangeDone ret=0x%08x
  [0x3e4d7c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: getLinkRate() failed, ret=0x%08x
  [0x3e4db7] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: mVid=0x%08x, nVid=0x%08x, linkRate=0x%02x
  [0x3e4dfb] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): link rate 0x%02x is outside of link rate limits max=0x%02x, min=0x%02x
  [0x3e4e66] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: %s::%s(): stream clock %llu exceeds pixel clock limit: %lu, mVid=0x%08x, nVid=0x%08x linkRate=0x%02x
  [0x3e4f05] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: end
  [0x3e4f23] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: addr=0x%08x length=%d
  [0x3e4f53] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: Aux data length %d, expecting %d
  [0x3e4f8e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: SHORT RX!!!
  [0x3e4fb4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: read %d bytes @ DPCD 0x%05x:
  [0x3e4fea] __TEXT,__os_log: <%s>
  [0x3e502e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: full read result=0x%08x
  [0x3e5060] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: retrying with segmented reads
  [0x3e5098] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: segmented read result=0x%08x
  [0x3e50cf] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: waiting %dus till next attempt
  [0x3e5108] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: retry=%d device_addr=0x%08x addr=0x%08x length=%d
  [0x3e5154] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: offset=%d requesting=%d bytes
  [0x3e518c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: result=0x%08x
  [0x3e5222] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: writing %d bytes @ DPCD 0x%05x:
  [0x3e5384] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: SHORT RX!!! read %d, expecting %d
  [0x3e53c0] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: read %d bytes @ I2C 0x%02x:
  [0x3e5420] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: writing %d bytes @ I2C 0x%02x:
  [0x3e5483] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s]
  [0x3e54a2] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] sleeping on _auxTransactionPending
  [0x3e54e4] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] waking on _auxTransactionPending
  [0x3e5524] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] ret=0x%08x
  [0x3e554e] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] logic error: called with device == NULL
  [0x3e5595] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] waking pending _auxTransactionPending
  [0x3e55da] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: logic error: called with device == NULL
  [0x3e561c] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: logic error: invalid abort reason
  [0x3e5658] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: aborting _auxTransactionStatus=0x%08x reason=0x%08x
  [0x3e56a6] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] waiting %dus for retry #%u, total time waited = %lluus
  [0x3e56fc] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] AUX busy
  [0x3e5724] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: warning: [%s] warning: AUX busy after successful AUX transaction, ret=0x%08x
  [0x3e578b] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] aborting due to AUX_NACK, ret=0x%08x
  [0x3e57cf] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] aborting due to I2C_NACK, ret=0x%08x
  [0x3e5813] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] short RX: received=%u, total=%u, length=%u, ret=0x%08x
  [0x3e5869] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] AUX_DEFER
  [0x3e5892] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] %s, AUX_CH_CTL_1=0x%08x
  [0x3e58c9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] switching from WRITE to I2C_WRITE_STATUS_UPDATE command
  [0x3e5920] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] aborting due to nondestructiveRetryOnly, ret=0x%08x
  [0x3e5973] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] need retry, ret=0x%08x
  [0x3e59a9] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] retry timeout (%uus) expired
  [0x3e5a0f] __TEXT,__os_log: IOAV[%d] %s<0x%llx>::%s: [%s] sleeping on _auxTransactionStatus
